caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1058400,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,11,0,0,0,6,0,2,21,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,15,6,0
1058401,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,7,8,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058402,5,1,2,0,0,1,2,2,2,0,1,0,0,3,3,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,10,2,1,2,1,0,2,0,2,1,0,4,0,0,0,0,1,0,4,22,0,1,7,1,0,0,0,0,0,5,0,2,1,1,0,14,1,1
1058403,7,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,2,0,0,0,2,2,2,6,0,2,0,2,3,0,0,0,0,0,0,6,0,3,23,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,4,1
1058404,5,2,1,0,0,4,3,2,2,0,0,0,0,4,4,0,3,1,0,1,0,0,0,0,3,0,2,0,4,0,1,2,2,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,6,4,1,0,0,0,0,0,4,1,1,1,0,0,14,1,1
1058405,5,11,1,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,0,0,1,0,0,4,0,2,0,2,0,2,4,2,2,2,0,2,0,2,2,4,3,0,0,0,0,1,0,3,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1058406,6,11,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,5,1,2,2,0,0,0,2,1,2,6,0,2,0,2,1,0,2,0,0,0,0,6,0,3,10,0,1,8,1,0,0,0,0,3,0,0,1,1,2,0,10,2,1
1058407,4,2,1,0,0,1,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,1,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,13,1,0
1058408,6,1,2,0,0,1,0,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,11,3,1,2,1,0,2,0,2,2,0,3,0,0,0,0,1,0,3,10,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,10,1,0
1058409,3,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,4,2,2,0,0,2,0,1,1,4,0,2,0,0,0,3,0,2,10,0,6,0,1,0,1,0,0,0,0,0,0,2,0,0,9,7,0
1058410,3,11,3,0,0,4,5,2,2,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,2,2,2,0,2,0,2,0,0,2,9,0,0,1,1,0,2,21,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,14,1,0
1058411,0,3,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,222,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058412,5,1,2,0,0,1,5,2,2,0,0,3,0,5,5,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1058413,5,11,1,0,0,1,5,2,2,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,2,4,1,2,2,0,2,0,1,2,0,2,0,0,0,0,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
1058414,5,1,1,0,0,1,3,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,2,0,1,1,0,0,10,1,0
1058415,7,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,5,0
1058416,4,1,3,0,0,1,4,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
1058417,4,1,1,0,0,1,5,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,3,0,0,0,1,1,0,3,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,14,1,0
1058418,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1058419,2,1,1,0,0,1,0,2,2,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,7,0,2,2,4,0,0,3,2,2,2,0,2,0,1,1,4,2,10,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
1058420,2,11,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,4,1,2,0,0,2,0,2,1,0,0,3,0,0,0,3,0,0,10,0,6,0,2,0,0,0,0,3,0,0,0,2,2,0,10,7,0
1058421,4,11,2,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,2,2,0,0,4,2,2,6,0,2,0,1,1,2,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
1058422,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058423,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,2,4,0,2,0,121,0,0,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0
1058424,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058425,5,11,1,0,0,1,4,2,2,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,2,2,5,0,2,0,2,0,0,4,0,0,0,2,1,0,4,23,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,10,1,1
1058426,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058427,3,3,1,0,0,1,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,4,0,0,4,1,2,6,0,2,0,1,2,2,0,6,0,0,0,6,0,2,10,0,6,0,2,0,1,2,1,0,0,0,0,2,0,0,5,4,0
1058428,2,1,1,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,2,4,0,0,4,1,2,3,0,2,0,2,1,0,2,2,0,0,0,6,0,2,10,0,6,0,2,0,0,0,0,3,0,0,1,1,2,0,11,1,0
1058429,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,4,0,3,0,141,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058430,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,3,4,0,2,0,122,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058431,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058432,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,222,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058433,7,11,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,2,2,0,0,0,2,2,2,2,0,2,0,2,2,0,0,0,0,0,0,6,0,3,23,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,4,1
1058434,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058435,5,1,12,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,4,2,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
1058436,5,1,2,0,0,4,3,2,2,0,0,1,0,3,4,0,3,0,0,1,0,0,0,0,10,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,4,4,1,0,0,1,1,0,4,23,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,15,1,0
1058437,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,222,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058438,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,2,4,1,2,2,0,2,0,2,0,0,4,0,0,0,0,1,0,4,22,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,14,1,0
1058439,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058440,6,1,1,0,0,1,0,2,2,0,0,2,0,5,0,0,1,0,0,1,0,0,1,0,9,0,2,2,2,0,0,4,1,2,2,0,2,0,2,2,4,2,0,0,0,0,6,0,3,10,0,4,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
1058441,3,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,8,0,2,0,0,1,1,2,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,2,1,0,0,0,0,0,3,0,1,1,1,0,13,1,1
1058442,4,1,1,0,0,1,4,2,2,0,0,1,0,4,4,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
1058443,5,1,2,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,8,6,0
1058444,1,3,4,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058445,7,1,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,2,2,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,9,1,0,0,0,0,0,0,0,0,2,2,1,5,4,1
1058446,7,1,1,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0,2,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,22,0,3,5,1,1,1,0,0,3,0,1,0,2,2,0,13,6,1
1058447,3,3,1,0,0,1,4,2,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,2,2,2,0,2,0,2,1,4,0,1,0,0,1,1,0,0,10,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,11,1,0
1058448,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,122,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058449,6,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,1,2,4,0,0,0,0,0,6,0,0,22,0,2,0,1,0,1,0,0,3,0,0,0,2,2,0,14,5,0
1058450,5,1,2,0,0,5,1,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,14,1,0
1058451,3,0,1,0,4,1,0,2,2,4,0,2,0,0,3,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,11,4,2,2,3,0,2,4,1,1,3,0,1,0,0,0,1,0,0,52,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
1058452,6,3,1,0,4,1,0,1,2,1,0,8,0,0,0,6,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,4,1,2,3,0,2,4,2,1,2,0,1,0,0,0,2,0,0,52,0,1,0,1,0,1,0,0,2,0,0,0,2,2,0,1,3,0
1058453,4,1,3,0,0,6,1,2,2,0,0,0,0,5,5,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,3,1,2,4,0,2,0,1,1,0,1,0,0,0,1,1,0,1,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
1058454,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,113,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058455,6,1,2,0,0,1,3,2,2,0,0,5,0,1,3,0,1,0,0,0,0,0,0,1,8,0,2,0,0,0,1,4,1,2,3,0,2,0,2,1,4,2,0,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
1058456,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,22,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058457,3,9,1,0,4,1,2,2,2,1,0,0,0,4,3,3,1,0,0,0,0,0,0,0,7,0,1,0,1,0,1,4,2,2,2,0,2,3,2,1,0,2,8,0,0,1,1,0,2,52,0,3,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
1058458,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058459,4,3,1,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,4,2,2,0,0,2,0,1,1,3,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058460,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058461,4,1,1,0,0,4,5,2,2,0,0,4,0,3,5,0,2,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,2,2,3,0,2,0,2,0,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1058462,3,1,1,0,0,3,5,2,2,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,10,0,2,0,3,0,1,4,1,2,3,0,2,0,2,1,0,3,9,0,0,1,1,0,3,10,0,5,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
1058463,6,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
1058464,5,1,2,0,0,7,3,2,2,0,0,4,0,3,3,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,23,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
1058465,4,1,1,0,3,4,3,2,2,0,0,1,0,5,5,3,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,2,2,1,4,3,1,0,0,1,1,0,3,51,0,1,0,2,0,1,0,0,0,5,0,2,1,1,0,15,1,0
1058466,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,221,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
1058467,5,1,1,0,0,1,5,1,2,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,10,1,1
1058468,7,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,0,0,0,0,2,2,1,10,5,1
1058469,5,1,1,0,0,6,3,2,2,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,10,1,1
1058470,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,0,0,0,0,0,23,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058471,5,1,1,0,0,1,4,2,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,2,0,0,0,3,1,0,2,10,0,1,0,2,0,0,0,0,0,4,0,1,1,1,0,11,1,0
1058472,4,1,1,0,0,1,3,2,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,1,0,2,0,2,3,1,0,0,8,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1058473,6,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,7,0
1058474,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058475,5,1,1,0,0,7,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,0,4,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,1,0
1058476,3,2,1,4,4,0,0,2,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,2,0,0,2,2,1,1,1,0,1,0,0,0,3,0,0,52,0,1,0,2,0,1,0,0,3,0,0,0,2,2,0,8,7,0
1058477,5,1,12,0,0,7,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
1058478,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058479,4,1,2,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,2,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058480,7,0,1,0,0,1,0,1,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,3,0,2,2,0,0,0,4,1,2,6,0,2,0,2,1,0,3,0,0,0,0,6,0,4,22,0,1,0,1,0,0,0,0,3,0,0,1,1,0,0,5,2,0
1058481,4,11,1,0,0,5,2,2,2,0,0,0,0,5,5,0,2,0,0,1,0,0,0,0,11,0,2,0,0,1,1,1,2,2,7,0,2,0,2,1,0,3,0,0,0,1,4,0,3,21,0,1,4,1,1,0,0,0,0,5,1,1,1,1,0,10,1,2
1058482,3,1,2,0,0,2,4,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,3,0,2,0,2,0,0,2,2,0,0,1,1,0,2,10,0,6,0,3,0,0,0,0,0,1,0,1,1,1,0,10,1,0
1058483,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,22,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,6,1
1058484,2,11,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,2,1,0,0,2,0,1,1,4,0,2,0,222,0,6,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,2,0,0,8,7,0
1058485,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058486,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058487,2,1,12,0,0,1,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,0,1,2,1,0,0,0,6,0,2,24,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
1058488,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,4,0,0,0,6,0,2,21,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
1058489,3,1,1,0,0,1,0,2,2,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,7,0,2,2,4,0,0,4,2,2,5,0,2,0,2,1,0,3,0,0,0,0,6,0,3,24,0,6,0,2,0,0,0,0,3,0,0,2,1,2,0,11,1,0
1058490,6,3,1,0,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,4,2,2,5,0,2,4,1,1,0,0,5,0,0,0,2,0,0,52,0,2,0,1,0,0,0,0,2,0,0,0,2,2,0,1,3,0
1058491,2,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,2,0,112,0,6,1,0,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,7,7,0
1058492,3,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
1058493,4,1,1,0,0,4,4,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,15,1,0
1058494,6,2,1,0,0,1,0,1,2,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,7,0,2,2,1,0,0,4,2,2,2,0,2,0,1,1,4,2,0,0,0,0,2,0,2,10,0,3,0,1,0,1,0,0,2,0,0,1,1,2,0,11,2,0
1058495,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0
1058496,7,1,1,0,0,2,3,2,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,9,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,0,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
